"","series","time","actual","Method1","Method2","Method3","Method4","Method5"
"26",1,26,144.305940153215,168.1741,148.4132,198.1741,138.1741,228.1741
"27",1,27,137.290929420452,168.1741,148.4132,198.1741,138.1741,228.1741
"28",1,28,71.1381533384164,168.1741,148.4132,198.1741,138.1741,228.1741
"29",1,29,116.853962621386,168.1741,148.4132,198.1741,138.1741,228.1741
"30",1,30,182.905711087347,168.1741,148.4132,198.1741,138.1741,228.1741
"31",1,31,292.756081442845,168.1741,148.4132,198.1741,138.1741,228.1741
"32",1,32,140.978322345553,168.1741,148.4132,198.1741,138.1741,228.1741
"33",1,33,180.158281431034,168.1741,148.4132,198.1741,138.1741,228.1741
"34",1,34,144.473699370347,168.1741,148.4132,198.1741,138.1741,228.1741
"35",1,35,74.5500134469537,168.1741,148.4132,198.1741,138.1741,228.1741
"36",1,36,120.602826180398,168.1741,148.4132,198.1741,138.1741,228.1741
"37",2,1,121.857828269973,168.1741,148.4132,198.1741,138.1741,228.1741
"38",2,2,144.076340526382,168.1741,148.4132,198.1741,138.1741,228.1741
"39",2,3,257.240819240035,168.1741,148.4132,198.1741,138.1741,228.1741
"40",2,4,217.367153242,168.1741,148.4132,198.1741,138.1741,228.1741
"41",2,5,136.693091102785,168.1741,148.4132,198.1741,138.1741,228.1741
"42",2,6,130.754191518196,168.1741,148.4132,198.1741,138.1741,228.1741
"43",2,7,210.288771329958,168.1741,148.4132,198.1741,138.1741,228.1741
"44",2,8,196.042524873346,168.1741,148.4132,198.1741,138.1741,228.1741
"45",2,9,105.174634333313,168.1741,148.4132,198.1741,138.1741,228.1741
"46",2,10,104.19377863294,168.1741,148.4132,198.1741,138.1741,228.1741
"47",2,11,178.090345598317,168.1741,148.4132,198.1741,138.1741,228.1741
"48",2,12,217.950170779869,168.1741,148.4132,198.1741,138.1741,228.1741
"49",2,13,140.306160261589,168.1741,148.4132,198.1741,138.1741,228.1741
"50",2,14,230.569852264299,168.1741,148.4132,198.1741,138.1741,228.1741
"51",2,15,181.100647486931,168.1741,148.4132,198.1741,138.1741,228.1741
"52",2,16,109.288022271741,168.1741,148.4132,198.1741,138.1741,228.1741
"53",2,17,176.01335022494,168.1741,148.4132,198.1741,138.1741,228.1741
"54",2,18,84.3789912653562,168.1741,148.4132,198.1741,138.1741,228.1741
"55",2,19,303.843221871585,168.1741,148.4132,198.1741,138.1741,228.1741
"56",2,20,399.494480564745,168.1741,148.4132,198.1741,138.1741,228.1741
"57",2,21,123.518292408363,168.1741,148.4132,198.1741,138.1741,228.1741
"58",2,22,88.0524523939044,168.1741,148.4132,198.1741,138.1741,228.1741
"59",2,23,197.326519038706,168.1741,148.4132,198.1741,138.1741,228.1741
"60",2,24,138.722106482988,168.1741,148.4132,198.1741,138.1741,228.1741
"61",2,25,493.147777305163,168.1741,148.4132,198.1741,138.1741,228.1741
"62",2,26,145.529672224341,168.1741,148.4132,198.1741,138.1741,228.1741
"63",2,27,209.530577051521,168.1741,148.4132,198.1741,138.1741,228.1741
"64",2,28,150.505718386446,168.1741,148.4132,198.1741,138.1741,228.1741
"65",2,29,102.346426353651,168.1741,148.4132,198.1741,138.1741,228.1741
"66",2,30,163.105323692119,168.1741,148.4132,198.1741,138.1741,228.1741
"67",2,31,60.1908703533797,168.1741,148.4132,198.1741,138.1741,228.1741
"68",2,32,308.825820659849,168.1741,148.4132,198.1741,138.1741,228.1741
"69",2,33,160.232625564097,168.1741,148.4132,198.1741,138.1741,228.1741
"70",2,34,439.79373599978,168.1741,148.4132,198.1741,138.1741,228.1741
"71",2,35,188.246968779575,168.1741,148.4132,198.1741,138.1741,228.1741
"72",2,36,104.066153112033,168.1741,148.4132,198.1741,138.1741,228.1741
"73",3,1,201.414138063272,168.1741,148.4132,198.1741,138.1741,228.1741
"74",3,2,93.0327130173896,168.1741,148.4132,198.1741,138.1741,228.1741
"75",3,3,79.2956521984973,168.1741,148.4132,198.1741,138.1741,228.1741
"76",3,4,171.695595926638,168.1741,148.4132,198.1741,138.1741,228.1741
"77",3,5,118.908473079513,168.1741,148.4132,198.1741,138.1741,228.1741
"78",3,6,148.495206136978,168.1741,148.4132,198.1741,138.1741,228.1741
"79",3,7,154.033584849597,168.1741,148.4132,198.1741,138.1741,228.1741
"80",3,8,110.52475542985,168.1741,148.4132,198.1741,138.1741,228.1741
"81",3,9,111.683126478086,168.1741,148.4132,198.1741,138.1741,228.1741
"82",3,10,138.713505199226,168.1741,148.4132,198.1741,138.1741,228.1741
"83",3,11,267.479652570674,168.1741,148.4132,198.1741,138.1741,228.1741
"84",3,12,69.2841801716886,168.1741,148.4132,198.1741,138.1741,228.1741
"85",3,13,199.731326079207,168.1741,148.4132,198.1741,138.1741,228.1741
"86",3,14,175.295861860872,168.1741,148.4132,198.1741,138.1741,228.1741
"87",3,15,252.535016583316,168.1741,148.4132,198.1741,138.1741,228.1741
"88",3,16,127.473441148558,168.1741,148.4132,198.1741,138.1741,228.1741
"89",3,17,178.575129273544,168.1741,148.4132,198.1741,138.1741,228.1741
"90",3,18,169.618092540969,168.1741,148.4132,198.1741,138.1741,228.1741
"91",3,19,113.15289808296,168.1741,148.4132,198.1741,138.1741,228.1741
"92",3,20,271.492333930409,168.1741,148.4132,198.1741,138.1741,228.1741
"93",3,21,265.124972151969,168.1741,148.4132,198.1741,138.1741,228.1741
"94",3,22,210.630797248745,168.1741,148.4132,198.1741,138.1741,228.1741
"95",3,23,328.132249649074,168.1741,148.4132,198.1741,138.1741,228.1741
"96",3,24,196.221321359231,168.1741,148.4132,198.1741,138.1741,228.1741
"97",3,25,78.3905900884607,168.1741,148.4132,198.1741,138.1741,228.1741
"98",3,26,111.426735351916,168.1741,148.4132,198.1741,138.1741,228.1741
"99",3,27,80.4546516820718,168.1741,148.4132,198.1741,138.1741,228.1741
"100",3,28,117.131786562207,168.1741,148.4132,198.1741,138.1741,228.1741
"101",3,29,108.833224645843,168.1741,148.4132,198.1741,138.1741,228.1741
"102",3,30,151.571572111678,168.1741,148.4132,198.1741,138.1741,228.1741
"103",3,31,94.1170457950613,168.1741,148.4132,198.1741,138.1741,228.1741
"104",3,32,160.615672865817,168.1741,148.4132,198.1741,138.1741,228.1741
"105",3,33,106.987037048208,168.1741,148.4132,198.1741,138.1741,228.1741
"106",3,34,359.115345911324,168.1741,148.4132,198.1741,138.1741,228.1741
"107",3,35,212.375033558758,168.1741,148.4132,198.1741,138.1741,228.1741
"108",3,36,233.945250263225,168.1741,148.4132,198.1741,138.1741,228.1741
"109",4,1,179.844516236165,168.1741,148.4132,198.1741,138.1741,228.1741
"110",4,2,344.153589990312,168.1741,148.4132,198.1741,138.1741,228.1741
"111",4,3,108.000058957356,168.1741,148.4132,198.1741,138.1741,228.1741
"112",4,4,117.822309144546,168.1741,148.4132,198.1741,138.1741,228.1741
"113",4,5,303.730598471779,168.1741,148.4132,198.1741,138.1741,228.1741
"114",4,6,107.195237714494,168.1741,148.4132,198.1741,138.1741,228.1741
"115",4,7,133.795113780776,168.1741,148.4132,198.1741,138.1741,228.1741
"116",4,8,121.948159863636,168.1741,148.4132,198.1741,138.1741,228.1741
"117",4,9,126.469802685942,168.1741,148.4132,198.1741,138.1741,228.1741
"118",4,10,129.081417477596,168.1741,148.4132,198.1741,138.1741,228.1741
"119",4,11,190.013318226706,168.1741,148.4132,198.1741,138.1741,228.1741
"120",4,12,135.82058119941,168.1741,148.4132,198.1741,138.1741,228.1741
"121",4,13,115.240502300742,168.1741,148.4132,198.1741,138.1741,228.1741
"122",4,14,290.47555147204,168.1741,148.4132,198.1741,138.1741,228.1741
"123",4,15,133.314406315056,168.1741,148.4132,198.1741,138.1741,228.1741
"124",4,16,135.669493745774,168.1741,148.4132,198.1741,138.1741,228.1741
"125",4,17,141.161500621517,168.1741,148.4132,198.1741,138.1741,228.1741
"126",4,18,211.946345107863,168.1741,148.4132,198.1741,138.1741,228.1741
"127",4,19,143.053372935709,168.1741,148.4132,198.1741,138.1741,228.1741
"128",4,20,145.646567195364,168.1741,148.4132,198.1741,138.1741,228.1741
"129",4,21,105.5484153188,168.1741,148.4132,198.1741,138.1741,228.1741
"130",4,22,126.199610518341,168.1741,148.4132,198.1741,138.1741,228.1741
"131",4,23,152.945281507216,168.1741,148.4132,198.1741,138.1741,228.1741
"132",4,24,110.559380517561,168.1741,148.4132,198.1741,138.1741,228.1741
"133",4,25,193.591079402855,168.1741,148.4132,198.1741,138.1741,228.1741
"134",4,26,69.4636058865737,168.1741,148.4132,198.1741,138.1741,228.1741
"135",4,27,172.997809124072,168.1741,148.4132,198.1741,138.1741,228.1741
"136",4,28,68.8393196499229,168.1741,148.4132,198.1741,138.1741,228.1741
"137",4,29,127.678059646487,168.1741,148.4132,198.1741,138.1741,228.1741
"138",4,30,113.96142885628,168.1741,148.4132,198.1741,138.1741,228.1741
"139",4,31,107.120311535041,168.1741,148.4132,198.1741,138.1741,228.1741
"140",4,32,144.250534546498,168.1741,148.4132,198.1741,138.1741,228.1741
"141",4,33,56.9868356219673,168.1741,148.4132,198.1741,138.1741,228.1741
"142",4,34,267.278625639291,168.1741,148.4132,198.1741,138.1741,228.1741
"143",4,35,64.5547552251606,168.1741,148.4132,198.1741,138.1741,228.1741
"144",4,36,117.711274434167,168.1741,148.4132,198.1741,138.1741,228.1741
"145",5,1,84.9480546129615,168.1741,148.4132,198.1741,138.1741,228.1741
"146",5,2,101.961011437548,168.1741,148.4132,198.1741,138.1741,228.1741
"147",5,3,421.400325086663,168.1741,148.4132,198.1741,138.1741,228.1741
"148",5,4,149.709658719209,168.1741,148.4132,198.1741,138.1741,228.1741
"149",5,5,78.0109916056581,168.1741,148.4132,198.1741,138.1741,228.1741
"150",5,6,65.3460655727252,168.1741,148.4132,198.1741,138.1741,228.1741
"151",5,7,185.878558770053,168.1741,148.4132,198.1741,138.1741,228.1741
"152",5,8,147.042268114684,168.1741,148.4132,198.1741,138.1741,228.1741
"153",5,9,126.591556443662,168.1741,148.4132,198.1741,138.1741,228.1741
"154",5,10,93.2532514743006,168.1741,148.4132,198.1741,138.1741,228.1741
"155",5,11,70.5463432505488,168.1741,148.4132,198.1741,138.1741,228.1741
"156",5,12,86.6956623259334,168.1741,148.4132,198.1741,138.1741,228.1741
"157",5,13,244.695456307804,168.1741,148.4132,198.1741,138.1741,228.1741
"158",5,14,108.784259756647,168.1741,148.4132,198.1741,138.1741,228.1741
"159",5,15,74.2759028150727,168.1741,148.4132,198.1741,138.1741,228.1741
"160",5,16,377.905933400193,168.1741,148.4132,198.1741,138.1741,228.1741
"161",5,17,183.561578468521,168.1741,148.4132,198.1741,138.1741,228.1741
"162",5,18,131.719735511158,168.1741,148.4132,198.1741,138.1741,228.1741
"163",5,19,251.952738516853,168.1741,148.4132,198.1741,138.1741,228.1741
"164",5,20,231.183397867309,168.1741,148.4132,198.1741,138.1741,228.1741
"165",5,21,108.894385908182,168.1741,148.4132,198.1741,138.1741,228.1741
"166",5,22,447.220263283068,168.1741,148.4132,198.1741,138.1741,228.1741
"167",5,23,130.645361087957,168.1741,148.4132,198.1741,138.1741,228.1741
"168",5,24,72.8026732425816,168.1741,148.4132,198.1741,138.1741,228.1741
"169",5,25,138.07543952596,168.1741,148.4132,198.1741,138.1741,228.1741
"170",5,26,164.641300254545,168.1741,148.4132,198.1741,138.1741,228.1741
"171",5,27,470.590928442494,168.1741,148.4132,198.1741,138.1741,228.1741
"172",5,28,156.475771601422,168.1741,148.4132,198.1741,138.1741,228.1741
"173",5,29,186.512712949867,168.1741,148.4132,198.1741,138.1741,228.1741
"174",5,30,142.796927322099,168.1741,148.4132,198.1741,138.1741,228.1741
"175",5,31,125.587104654726,168.1741,148.4132,198.1741,138.1741,228.1741
"176",5,32,145.858501775822,168.1741,148.4132,198.1741,138.1741,228.1741
"177",5,33,220.042300487939,168.1741,148.4132,198.1741,138.1741,228.1741
"178",5,34,418.895926792517,168.1741,148.4132,198.1741,138.1741,228.1741
"179",5,35,248.066342229781,168.1741,148.4132,198.1741,138.1741,228.1741
"180",5,36,271.497844249515,168.1741,148.4132,198.1741,138.1741,228.1741
"181",6,1,80.1851462784381,168.1741,148.4132,198.1741,138.1741,228.1741
"182",6,2,242.729531662342,168.1741,148.4132,198.1741,138.1741,228.1741
"183",6,3,165.664126088713,168.1741,148.4132,198.1741,138.1741,228.1741
"184",6,4,71.262838005693,168.1741,148.4132,198.1741,138.1741,228.1741
"185",6,5,192.579945983615,168.1741,148.4132,198.1741,138.1741,228.1741
"186",6,6,137.087950957704,168.1741,148.4132,198.1741,138.1741,228.1741
"187",6,7,308.676454643962,168.1741,148.4132,198.1741,138.1741,228.1741
"188",6,8,101.185857614713,168.1741,148.4132,198.1741,138.1741,228.1741
"189",6,9,119.688690137815,168.1741,148.4132,198.1741,138.1741,228.1741
"190",6,10,93.40503496325,168.1741,148.4132,198.1741,138.1741,228.1741
"191",6,11,135.835965166191,168.1741,148.4132,198.1741,138.1741,228.1741
"192",6,12,181.454673501643,168.1741,148.4132,198.1741,138.1741,228.1741
"193",6,13,102.937902023432,168.1741,148.4132,198.1741,138.1741,228.1741
"194",6,14,224.794484818004,168.1741,148.4132,198.1741,138.1741,228.1741
"195",6,15,81.1223579497062,168.1741,148.4132,198.1741,138.1741,228.1741
"196",6,16,87.8831238450057,168.1741,148.4132,198.1741,138.1741,228.1741
"197",6,17,305.08146930729,168.1741,148.4132,198.1741,138.1741,228.1741
"198",6,18,89.306678055932,168.1741,148.4132,198.1741,138.1741,228.1741
"199",6,19,182.360839006283,168.1741,148.4132,198.1741,138.1741,228.1741
"200",6,20,122.665602531168,168.1741,148.4132,198.1741,138.1741,228.1741
"201",6,21,182.126394228688,168.1741,148.4132,198.1741,138.1741,228.1741
"202",6,22,345.307955356848,168.1741,148.4132,198.1741,138.1741,228.1741
"203",6,23,328.092052449222,168.1741,148.4132,198.1741,138.1741,228.1741
"204",6,24,125.781477992015,168.1741,148.4132,198.1741,138.1741,228.1741
"205",6,25,47.3412605989875,168.1741,148.4132,198.1741,138.1741,228.1741
"206",6,26,517.407515375031,168.1741,148.4132,198.1741,138.1741,228.1741
"207",6,27,207.168626700507,168.1741,148.4132,198.1741,138.1741,228.1741
"208",6,28,194.545032920062,168.1741,148.4132,198.1741,138.1741,228.1741
"209",6,29,147.422149792282,168.1741,148.4132,198.1741,138.1741,228.1741
"210",6,30,191.531868798335,168.1741,148.4132,198.1741,138.1741,228.1741
"211",6,31,136.703190667901,168.1741,148.4132,198.1741,138.1741,228.1741
"212",6,32,183.157661764759,168.1741,148.4132,198.1741,138.1741,228.1741
"213",6,33,121.495427461559,168.1741,148.4132,198.1741,138.1741,228.1741
"214",6,34,74.8058478117657,168.1741,148.4132,198.1741,138.1741,228.1741
"215",6,35,243.208508168959,168.1741,148.4132,198.1741,138.1741,228.1741
"216",6,36,317.307873630854,168.1741,148.4132,198.1741,138.1741,228.1741
"217",7,1,127.183346092323,168.1741,148.4132,198.1741,138.1741,228.1741
"218",7,2,79.3092781316697,168.1741,148.4132,198.1741,138.1741,228.1741
"219",7,3,204.613053757562,168.1741,148.4132,198.1741,138.1741,228.1741
"220",7,4,145.132255202858,168.1741,148.4132,198.1741,138.1741,228.1741
"221",7,5,62.3891134734028,168.1741,148.4132,198.1741,138.1741,228.1741
"222",7,6,148.571441461491,168.1741,148.4132,198.1741,138.1741,228.1741
"223",7,7,108.294008904557,168.1741,148.4132,198.1741,138.1741,228.1741
"224",7,8,125.150336928284,168.1741,148.4132,198.1741,138.1741,228.1741
"225",7,9,83.2388194284907,168.1741,148.4132,198.1741,138.1741,228.1741
"226",7,10,365.611375593838,168.1741,148.4132,198.1741,138.1741,228.1741
"227",7,11,125.767376433134,168.1741,148.4132,198.1741,138.1741,228.1741
"228",7,12,66.5027495799169,168.1741,148.4132,198.1741,138.1741,228.1741
"229",7,13,163.79189995462,168.1741,148.4132,198.1741,138.1741,228.1741
"230",7,14,169.285700520893,168.1741,148.4132,198.1741,138.1741,228.1741
"231",7,15,90.6573168919696,168.1741,148.4132,198.1741,138.1741,228.1741
"232",7,16,35.0067067359722,168.1741,148.4132,198.1741,138.1741,228.1741
"233",7,17,107.744119136785,168.1741,148.4132,198.1741,138.1741,228.1741
"234",7,18,197.404281842113,168.1741,148.4132,198.1741,138.1741,228.1741
"235",7,19,144.046816594733,168.1741,148.4132,198.1741,138.1741,228.1741
"236",7,20,141.303580348125,168.1741,148.4132,198.1741,138.1741,228.1741
"237",7,21,196.450475076708,168.1741,148.4132,198.1741,138.1741,228.1741
"238",7,22,82.0042176510361,168.1741,148.4132,198.1741,138.1741,228.1741
"239",7,23,256.823357104666,168.1741,148.4132,198.1741,138.1741,228.1741
"240",7,24,148.017126381172,168.1741,148.4132,198.1741,138.1741,228.1741
"241",7,25,211.379550208747,168.1741,148.4132,198.1741,138.1741,228.1741
"242",7,26,248.900661575881,168.1741,148.4132,198.1741,138.1741,228.1741
"243",7,27,165.958906657957,168.1741,148.4132,198.1741,138.1741,228.1741
"244",7,28,95.645265220354,168.1741,148.4132,198.1741,138.1741,228.1741
"245",7,29,265.464806936289,168.1741,148.4132,198.1741,138.1741,228.1741
"246",7,30,54.5936473787468,168.1741,148.4132,198.1741,138.1741,228.1741
"247",7,31,113.024502331503,168.1741,148.4132,198.1741,138.1741,228.1741
"248",7,32,130.603321014664,168.1741,148.4132,198.1741,138.1741,228.1741
"249",7,33,136.583955152455,168.1741,148.4132,198.1741,138.1741,228.1741
"250",7,34,247.208461506278,168.1741,148.4132,198.1741,138.1741,228.1741
"251",7,35,158.873922361166,168.1741,148.4132,198.1741,138.1741,228.1741
"252",7,36,181.923051135014,168.1741,148.4132,198.1741,138.1741,228.1741
"253",8,1,143.333286531288,168.1741,148.4132,198.1741,138.1741,228.1741
"254",8,2,131.127197997809,168.1741,148.4132,198.1741,138.1741,228.1741
"255",8,3,210.140300090471,168.1741,148.4132,198.1741,138.1741,228.1741
"256",8,4,263.252639777307,168.1741,148.4132,198.1741,138.1741,228.1741
"257",8,5,44.632035795362,168.1741,148.4132,198.1741,138.1741,228.1741
"258",8,6,197.624700023913,168.1741,148.4132,198.1741,138.1741,228.1741
"259",8,7,178.995775211052,168.1741,148.4132,198.1741,138.1741,228.1741
"260",8,8,119.984928519325,168.1741,148.4132,198.1741,138.1741,228.1741
"261",8,9,238.77135103672,168.1741,148.4132,198.1741,138.1741,228.1741
"262",8,10,122.166077394998,168.1741,148.4132,198.1741,138.1741,228.1741
"263",8,11,128.745124272706,168.1741,148.4132,198.1741,138.1741,228.1741
"264",8,12,227.853958091921,168.1741,148.4132,198.1741,138.1741,228.1741
"265",8,13,350.658792510792,168.1741,148.4132,198.1741,138.1741,228.1741
"266",8,14,169.868982793864,168.1741,148.4132,198.1741,138.1741,228.1741
"267",8,15,120.170070681968,168.1741,148.4132,198.1741,138.1741,228.1741
"268",8,16,81.8954433509092,168.1741,148.4132,198.1741,138.1741,228.1741
"269",8,17,125.77360568911,168.1741,148.4132,198.1741,138.1741,228.1741
"270",8,18,92.7664771335446,168.1741,148.4132,198.1741,138.1741,228.1741
"271",8,19,130.390488833708,168.1741,148.4132,198.1741,138.1741,228.1741
"272",8,20,180.763506699873,168.1741,148.4132,198.1741,138.1741,228.1741
"273",8,21,96.9379859538795,168.1741,148.4132,198.1741,138.1741,228.1741
"274",8,22,558.125272876687,168.1741,148.4132,198.1741,138.1741,228.1741
"275",8,23,160.453765850085,168.1741,148.4132,198.1741,138.1741,228.1741
"276",8,24,261.15226649025,168.1741,148.4132,198.1741,138.1741,228.1741
"277",8,25,47.2493080826904,168.1741,148.4132,198.1741,138.1741,228.1741
"278",8,26,214.970450381899,168.1741,148.4132,198.1741,138.1741,228.1741
"279",8,27,76.8516868598449,168.1741,148.4132,198.1741,138.1741,228.1741
"280",8,28,235.074348053638,168.1741,148.4132,198.1741,138.1741,228.1741
"281",8,29,181.102845617066,168.1741,148.4132,198.1741,138.1741,228.1741
"282",8,30,121.053876928138,168.1741,148.4132,198.1741,138.1741,228.1741
"283",8,31,287.760723919107,168.1741,148.4132,198.1741,138.1741,228.1741
"284",8,32,104.520598349879,168.1741,148.4132,198.1741,138.1741,228.1741
"285",8,33,111.018055237253,168.1741,148.4132,198.1741,138.1741,228.1741
"286",8,34,89.9688869032875,168.1741,148.4132,198.1741,138.1741,228.1741
"287",8,35,106.262313900503,168.1741,148.4132,198.1741,138.1741,228.1741
"288",8,36,238.076601442212,168.1741,148.4132,198.1741,138.1741,228.1741
"289",9,1,184.352756070141,168.1741,148.4132,198.1741,138.1741,228.1741
"290",9,2,245.323956572673,168.1741,148.4132,198.1741,138.1741,228.1741
"291",9,3,122.112245639207,168.1741,148.4132,198.1741,138.1741,228.1741
"292",9,4,179.143139069109,168.1741,148.4132,198.1741,138.1741,228.1741
"293",9,5,167.684202299677,168.1741,148.4132,198.1741,138.1741,228.1741
"294",9,6,72.7385371587463,168.1741,148.4132,198.1741,138.1741,228.1741
"295",9,7,361.121563894395,168.1741,148.4132,198.1741,138.1741,228.1741
"296",9,8,158.73304524564,168.1741,148.4132,198.1741,138.1741,228.1741
"297",9,9,217.630680411021,168.1741,148.4132,198.1741,138.1741,228.1741
"298",9,10,239.264189888835,168.1741,148.4132,198.1741,138.1741,228.1741
"299",9,11,144.707888628339,168.1741,148.4132,198.1741,138.1741,228.1741
"300",9,12,127.369497337178,168.1741,148.4132,198.1741,138.1741,228.1741
"301",9,13,232.023080402771,168.1741,148.4132,198.1741,138.1741,228.1741
"302",9,14,87.9132845201639,168.1741,148.4132,198.1741,138.1741,228.1741
"303",9,15,397.688363825539,168.1741,148.4132,198.1741,138.1741,228.1741
"304",9,16,122.508932642368,168.1741,148.4132,198.1741,138.1741,228.1741
"305",9,17,339.36378738771,168.1741,148.4132,198.1741,138.1741,228.1741
"306",9,18,316.115087102992,168.1741,148.4132,198.1741,138.1741,228.1741
"307",9,19,154.699243397246,168.1741,148.4132,198.1741,138.1741,228.1741
"308",9,20,197.080141848379,168.1741,148.4132,198.1741,138.1741,228.1741
"309",9,21,88.9189926431881,168.1741,148.4132,198.1741,138.1741,228.1741
"310",9,22,174.426465470222,168.1741,148.4132,198.1741,138.1741,228.1741
"311",9,23,250.086342735665,168.1741,148.4132,198.1741,138.1741,228.1741
"312",9,24,155.950592672693,168.1741,148.4132,198.1741,138.1741,228.1741
"313",9,25,118.26543476674,168.1741,148.4132,198.1741,138.1741,228.1741
"314",9,26,106.923013315795,168.1741,148.4132,198.1741,138.1741,228.1741
"315",9,27,145.771275726726,168.1741,148.4132,198.1741,138.1741,228.1741
"316",9,28,253.30156370951,168.1741,148.4132,198.1741,138.1741,228.1741
"317",9,29,116.514127861348,168.1741,148.4132,198.1741,138.1741,228.1741
"318",9,30,139.699675627225,168.1741,148.4132,198.1741,138.1741,228.1741
"319",9,31,77.7058075706598,168.1741,148.4132,198.1741,138.1741,228.1741
"320",9,32,190.025147374958,168.1741,148.4132,198.1741,138.1741,228.1741
"321",9,33,285.416854798767,168.1741,148.4132,198.1741,138.1741,228.1741
"322",9,34,313.726160378378,168.1741,148.4132,198.1741,138.1741,228.1741
"323",9,35,223.040053055985,168.1741,148.4132,198.1741,138.1741,228.1741
"324",9,36,58.271061907222,168.1741,148.4132,198.1741,138.1741,228.1741
"325",10,1,188.861652952817,168.1741,148.4132,198.1741,138.1741,228.1741
"326",10,2,186.432231234294,168.1741,148.4132,198.1741,138.1741,228.1741
"327",10,3,124.374833537393,168.1741,148.4132,198.1741,138.1741,228.1741
"328",10,4,161.619488419963,168.1741,148.4132,198.1741,138.1741,228.1741
"329",10,5,96.3494824165295,168.1741,148.4132,198.1741,138.1741,228.1741
"330",10,6,208.432529012055,168.1741,148.4132,198.1741,138.1741,228.1741
"331",10,7,126.02111757042,168.1741,148.4132,198.1741,138.1741,228.1741
"332",10,8,67.7252383556357,168.1741,148.4132,198.1741,138.1741,228.1741
"333",10,9,123.504133101229,168.1741,148.4132,198.1741,138.1741,228.1741
"334",10,10,293.599755664585,168.1741,148.4132,198.1741,138.1741,228.1741
"335",10,11,125.569490894236,168.1741,148.4132,198.1741,138.1741,228.1741
"336",10,12,214.08540433899,168.1741,148.4132,198.1741,138.1741,228.1741
"337",10,13,238.243395221312,168.1741,148.4132,198.1741,138.1741,228.1741
"338",10,14,148.739931116742,168.1741,148.4132,198.1741,138.1741,228.1741
"339",10,15,124.441888415674,168.1741,148.4132,198.1741,138.1741,228.1741
"340",10,16,113.880795229483,168.1741,148.4132,198.1741,138.1741,228.1741
"341",10,17,214.818742150413,168.1741,148.4132,198.1741,138.1741,228.1741
"342",10,18,87.2058392246661,168.1741,148.4132,198.1741,138.1741,228.1741
"343",10,19,167.855824217776,168.1741,148.4132,198.1741,138.1741,228.1741
"344",10,20,128.412831070383,168.1741,148.4132,198.1741,138.1741,228.1741
"345",10,21,47.8253255186088,168.1741,148.4132,198.1741,138.1741,228.1741
"346",10,22,73.3743758613406,168.1741,148.4132,198.1741,138.1741,228.1741
"347",10,23,234.629966944074,168.1741,148.4132,198.1741,138.1741,228.1741
"348",10,24,134.876632153035,168.1741,148.4132,198.1741,138.1741,228.1741
"349",10,25,221.770177257924,168.1741,148.4132,198.1741,138.1741,228.1741
"350",10,26,381.357490948423,168.1741,148.4132,198.1741,138.1741,228.1741
"351",10,27,310.114191880116,168.1741,148.4132,198.1741,138.1741,228.1741
"352",10,28,208.228127632764,168.1741,148.4132,198.1741,138.1741,228.1741
"353",10,29,179.465204669131,168.1741,148.4132,198.1741,138.1741,228.1741
"354",10,30,134.774200171187,168.1741,148.4132,198.1741,138.1741,228.1741
"355",10,31,326.668500727341,168.1741,148.4132,198.1741,138.1741,228.1741
"356",10,32,199.959941634455,168.1741,148.4132,198.1741,138.1741,228.1741
