"","series","time","actual","Method1","Method2","Method3","Method4","Method5"
"90",3,18,2.65727687964104,5,6,4,7,5.24465313757
"91",3,19,5.96169663338071,5,6,4,7,4.98332967205157
"92",3,20,4.39557426614556,5,6,4,7,4.89563325609381
"93",3,21,4.24712272063709,5,6,4,7,4.80270650659253
"94",3,22,3.44438840745575,5,6,4,7,5.0514671633438
"95",3,23,3.54610626199894,5,6,4,7,4.89094264162651
"96",3,24,5.05633183605441,5,6,4,7,5.22846593255444
"97",3,25,5.50936940667389,5,6,4,7,4.9114382427342
"98",3,26,2.9021170402157,5,6,4,7,5.01111064297457
"99",3,27,3.99563802055067,5,6,4,7,5.38102766807107
"100",3,28,5.53577172225259,5,6,4,7,4.88910900020567
"101",3,29,4.54696291535008,5,6,4,7,5.03075666244215
"102",3,30,7.16536850181726,5,6,4,7,4.88931055277748
"103",3,31,6.24574667274811,5,6,4,7,5.0347653648822
"104",3,32,5.5954980340696,5,6,4,7,4.9126735464938
"105",3,33,5.00488444953819,5,6,4,7,5.00773031227369
"106",3,34,5.27936078205526,5,6,4,7,4.97031313578434
"107",3,35,4.29409387473237,5,6,4,7,4.88167577595673
"108",3,36,5.62801715295725,5,6,4,7,5.00112926884239
"109",4,1,4.67634936830969,5,6,4,7,4.8934249908947
"110",4,2,4.74475188749683,5,6,4,7,4.95713765892982
"111",4,3,5.06092122730675,5,6,4,7,4.93438205232287
"112",4,4,4.17650837098112,5,6,4,7,5.09593943268576
"113",4,5,6.82973048483604,5,6,4,7,5.15560526361022
"114",4,6,3.5700837842185,5,6,4,7,4.89592035662118
"115",4,7,5.25413714300459,5,6,4,7,5.09305724085402
"116",4,8,2.06022630466402,5,6,4,7,4.99245540689878
"117",4,9,5.00241580894347,5,6,4,7,4.8032804650949
"118",4,10,5.50966557126194,5,6,4,7,4.92440963573548
"119",4,11,3.91527999888604,5,6,4,7,5.04611491605068
"120",4,12,5.70483297687757,5,6,4,7,5.01451066310479
"121",4,13,5.33097634999421,5,6,4,7,4.75576886789186
"122",4,14,5.97632747297637,5,6,4,7,5.05803186854516
"123",4,15,4.15666011960126,5,6,4,7,5.06550519984867
"124",4,16,4.02942009513709,5,6,4,7,4.96954911627406
"125",4,17,3.22846865135707,5,6,4,7,4.92924317673827
"126",4,18,4.67752965835405,5,6,4,7,5.19715720144782
"127",4,19,3.6611992576455,5,6,4,7,4.99100013193523
"128",4,20,5.68815602814606,5,6,4,7,4.99859827480681
"129",4,21,5.07128065225058,5,6,4,7,4.88765430628898
"130",4,22,7.18975235927918,5,6,4,7,4.86558698766238
"131",4,23,3.84229240069852,5,6,4,7,4.84768442289379
"132",4,24,6.18168806409233,5,6,4,7,4.95780317896178
"133",4,25,4.47263163839182,5,6,4,7,5.1360924464081
"134",4,26,3.54337198868924,5,6,4,7,5.17537948453349
"135",4,27,5.57296737049317,5,6,4,7,5.15683647343528
"136",4,28,3.56662229532779,5,6,4,7,5.12967555699477
"137",4,29,3.9448149814735,5,6,4,7,4.97624037485564
"138",4,30,4.26688812257805,5,6,4,7,4.87758498643193
"139",4,31,5.2109072642513,5,6,4,7,4.96721873198599
"140",4,32,4.00107927293899,5,6,4,7,4.75875497237277
"141",4,33,6.07785032320562,5,6,4,7,4.96862071265566
"142",4,34,3.80102561749213,5,6,4,7,5.16598787046457
"143",4,35,5.21663703518471,5,6,4,7,5.01309531006075
"144",4,36,5.14308702978893,5,6,4,7,5.10958886826896
"145",5,1,5.36144476602559,5,6,4,7,4.84585974330927
"146",5,2,6.39879110483801,5,6,4,7,5.01943210699013
"147",5,3,4.9439295803576,5,6,4,7,5.0264422549441
"148",5,4,3.30112650844589,5,6,4,7,4.88812648312903
"149",5,5,5.2318525451413,5,6,4,7,5.06509529561471
"150",5,6,4.88090932902944,5,6,4,7,4.8967099761418
"151",5,7,6.77249285346043,5,6,4,7,5.0659201499418
"152",5,8,5.3434221654436,5,6,4,7,5.02378293996277
"153",5,9,4.37695021764527,5,6,4,7,5.07152759471045
"154",5,10,4.56047770617147,5,6,4,7,4.90615169608061
"155",5,11,4.49470321045452,5,6,4,7,5.00953540096781
"156",5,12,5.18603513715747,5,6,4,7,4.95371805800437
"157",5,13,5.17641779759948,5,6,4,7,4.85311178439054
"158",5,14,5.91584820682478,5,6,4,7,5.01526865055215
"159",5,15,5.32017672618094,5,6,4,7,5.17737626113172
"160",5,16,4.63331270287868,5,6,4,7,4.9351929066485
"161",5,17,4.05938870482026,5,6,4,7,4.98001825243318
"162",5,18,5.63470293141953,5,6,4,7,5.06892437329772
"163",5,19,4.93751151767167,5,6,4,7,5.00361455098366
"164",5,20,5.18283786769179,5,6,4,7,5.19435363122529
"165",5,21,6.10364101842281,5,6,4,7,5.07372137337899
"166",5,22,6.75203561864876,5,6,4,7,5.2321333933022
"167",5,23,4.04618353986445,5,6,4,7,5.0348909346294
"168",5,24,6.64408045682029,5,6,4,7,4.88660833387241
"169",5,25,4.13326647054908,5,6,4,7,5.04213352679043
"170",5,26,5.26635219219476,5,6,4,7,4.90754437431858
"171",5,27,5.22237049485536,5,6,4,7,4.89929376338807
"172",5,28,4.72309149010767,5,6,4,7,4.98105256698964
"173",5,29,6.39425304101804,5,6,4,7,5.09339167001786
"174",5,30,4.34108800022199,5,6,4,7,5.0343909999578
"175",5,31,5.66053128051329,5,6,4,7,5.08140202764636
"176",5,32,4.9867442998567,5,6,4,7,5.09153410022806
"177",5,33,4.06851970126916,5,6,4,7,4.98281478695777
"178",5,34,6.21468914346638,5,6,4,7,4.75977688863909
"179",5,35,2.91165963449117,5,6,4,7,5.07959068517308
"180",5,36,4.47384753058738,5,6,4,7,5.21691158693598
"181",6,1,5.77208630439313,5,6,4,7,4.92101995538571
"182",6,2,4.85916061284265,5,6,4,7,4.95342711105659
"183",6,3,5.39309392551426,5,6,4,7,4.98951479347652
"184",6,4,5.22421857415945,5,6,4,7,4.83521489126947
"185",6,5,5.02354198516858,5,6,4,7,4.99004630480286
"186",6,6,4.37703734023521,5,6,4,7,4.95601423631568
"187",6,7,6.26200938062639,5,6,4,7,4.92814885480615
"188",6,8,4.59422595722423,5,6,4,7,4.94454024036651
"189",6,9,5.66676377144248,5,6,4,7,5.12454891767514
"190",6,10,5.16463915453013,5,6,4,7,4.87410786490389
"191",6,11,6.78152447478717,5,6,4,7,4.9784615518572
"192",6,12,5.71121396432388,5,6,4,7,4.75280382898805
"193",6,13,4.66230884413763,5,6,4,7,4.93258306798939
"194",6,14,4.99085104773265,5,6,4,7,4.94987028145701
"195",6,15,4.87469079158657,5,6,4,7,5.1542325787952
"196",6,16,2.9091539030277,5,6,4,7,4.90379819347632
"197",6,17,6.69739389482069,5,6,4,7,4.91278204635586
"198",6,18,6.06388115448751,5,6,4,7,4.86023703820956
"199",6,19,4.23338336377473,5,6,4,7,5.01798051668164
"200",6,20,5.38200755917038,5,6,4,7,5.11540919877873
"201",6,21,5.24189590360699,5,6,4,7,4.88014663899135
"202",6,22,3.86724058894758,5,6,4,7,4.9574275598526
"203",6,23,6.48990741365323,5,6,4,7,5.13663086088475
"204",6,24,4.75175289503103,5,6,4,7,4.93157026053413
"205",6,25,5.18358370794345,5,6,4,7,5.06855122083763
"206",6,26,5.40487100943975,5,6,4,7,5.03895035428137
"207",6,27,4.00587553069058,5,6,4,7,4.86946040761947
"208",6,28,3.91457067043273,5,6,4,7,5.12168880111011
"209",6,29,4.95145744547028,5,6,4,7,5.07951740182723
"210",6,30,5.57608560051221,5,6,4,7,4.95117974905742
"211",6,31,5.07383053184461,5,6,4,7,4.90960065453698
"212",6,32,5.70594557130222,5,6,4,7,4.96095815819131
"213",6,33,5.33498010339135,5,6,4,7,5.08140634151454
"214",6,34,5.54538780592462,5,6,4,7,4.94357507198166
"215",6,35,3.59709409405873,5,6,4,7,4.81257946812307
"216",6,36,5.67705389094388,5,6,4,7,4.98570952890789
"217",7,1,4.33185268311338,5,6,4,7,4.97624159059535
"218",7,2,5.44580795741534,5,6,4,7,4.94046735038923
"219",7,3,4.59417475363622,5,6,4,7,4.95892578052404
"220",7,4,5.63528314452157,5,6,4,7,5.03279914384087
"221",7,5,5.34124839913454,5,6,4,7,4.88363533883103
"222",7,6,6.31616716303968,5,6,4,7,5.07601776650224
"223",7,7,4.04022351633864,5,6,4,7,4.99974441639496
"224",7,8,3.79442478861917,5,6,4,7,4.9961772229085
"225",7,9,6.56757305821464,5,6,4,7,4.796376258002
"226",7,10,5.22528579979107,5,6,4,7,4.96987709205634
"227",7,11,4.07758934255939,5,6,4,7,4.94443538955685
"228",7,12,3.92622758959781,5,6,4,7,5.08472954157153
"229",7,13,4.44764171443761,5,6,4,7,5.13908205110426
"230",7,14,5.59046140113699,5,6,4,7,5.12312462152498
"231",7,15,4.47272458927508,5,6,4,7,4.88866625378478
"232",7,16,6.34184616376387,5,6,4,7,4.92039461073364
"233",7,17,5.24384462848659,5,6,4,7,4.99104801228533
"234",7,18,5.19588078939431,5,6,4,7,4.89403431121385
"235",7,19,4.98448027137377,5,6,4,7,4.83956878060199
"236",7,20,4.70242267184822,5,6,4,7,5.07913506660252
"237",7,21,4.83232085293856,5,6,4,7,5.0068156528059
"238",7,22,6.15647857993652,5,6,4,7,5.06143959997281
"239",7,23,3.66123599078268,5,6,4,7,4.87969322471728
"240",7,24,6.08676877525818,5,6,4,7,4.96595451646394
"241",7,25,4.64931580330074,5,6,4,7,4.88287513655769
"242",7,26,5.7347232445509,5,6,4,7,4.91705852323649
"243",7,27,4.94158551621625,5,6,4,7,5.0229212041805
"244",7,28,3.65418709574725,5,6,4,7,4.91850070817173
"245",7,29,5.34690526927783,5,6,4,7,4.90065544853866
"246",7,30,4.36159535301578,5,6,4,7,4.86938315409908
"247",7,31,6.12439235451868,5,6,4,7,4.85657782284921
"248",7,32,4.17226696918511,5,6,4,7,4.91371520667633
"249",7,33,3.21221986248455,5,6,4,7,5.17037992038142
"250",7,34,4.14598999743573,5,6,4,7,4.9344367403526
"251",7,35,4.42797727764365,5,6,4,7,4.8886831374374
"252",7,36,4.17406932129084,5,6,4,7,4.85944945536316
"253",8,1,3.78985812312158,5,6,4,7,5.06308073903677
"254",8,2,5.20447725255087,5,6,4,7,5.04745652084166
"255",8,3,4.98600589548809,5,6,4,7,4.96593409384236
"256",8,4,4.76479916018111,5,6,4,7,5.00496015595221
"257",8,5,4.81168134576205,5,6,4,7,5.12952631908601
"258",8,6,5.9512830688405,5,6,4,7,5.03146242049583
"259",8,7,4.8459852140265,5,6,4,7,5.08015725037023
"260",8,8,6.85424450475186,5,6,4,7,5.04860588962325
"261",8,9,3.09583264561051,5,6,4,7,5.17255610566508
"262",8,10,5.35929970190046,5,6,4,7,5.01024328607508
"263",8,11,7.1145349462097,5,6,4,7,4.90101629250607
"264",8,12,3.86425101315684,5,6,4,7,4.95395587910011
"265",8,13,4.20374401421566,5,6,4,7,5.02376614919716
"266",8,14,4.60243054984925,5,6,4,7,4.97306027358291
"267",8,15,5.09172404154558,5,6,4,7,4.98304459303434
"268",8,16,4.76130592586472,5,6,4,7,5.06648689732666
"269",8,17,4.53803763630061,5,6,4,7,4.92244490847947
"270",8,18,6.9263406073496,5,6,4,7,4.80807388689708
"271",8,19,5.12205481482263,5,6,4,7,5.20193325396334
"272",8,20,6.09205057650629,5,6,4,7,5.0435210514869
"273",8,21,2.02774252455259,5,6,4,7,5.10501688321548
"274",8,22,6.12848905096528,5,6,4,7,4.96878851593496
"275",8,23,6.31200012901363,5,6,4,7,5.00936176173045
"276",8,24,4.51739202693496,5,6,4,7,4.78468122494134
"277",8,25,4.77514100334618,5,6,4,7,5.03579930710265
"278",8,26,6.66776531087937,5,6,4,7,5.04678648113295
"279",8,27,5.04121853231661,5,6,4,7,4.90933111651237
"280",8,28,6.03817484555139,5,6,4,7,4.94706500844732
"281",8,29,5.58764293334225,5,6,4,7,5.13435767168551
"282",8,30,4.84170042285437,5,6,4,7,5.04694340566235
"283",8,31,4.70791458510842,5,6,4,7,4.97468949122496
"284",8,32,3.58010103666079,5,6,4,7,5.03691037153284
"285",8,33,2.86168197479153,5,6,4,7,4.86532928095492
"286",8,34,4.9774998950974,5,6,4,7,5.11719354256206
"287",8,35,5.26977095362494,5,6,4,7,4.80912636550737
"288",8,36,4.49703060096896,5,6,4,7,4.8995609189376
"289",9,1,4.9590225233352,5,6,4,7,5.09770826641022
"290",9,2,6.20434485267842,5,6,4,7,4.97658388973642
"291",9,3,6.29851496357034,5,6,4,7,5.08486605539548
"292",9,4,4.53778297924008,5,6,4,7,5.06539708905653
"293",9,5,3.77422625217782,5,6,4,7,4.84094299737261
"294",9,6,5.96326675410576,5,6,4,7,5.03094231329139
"295",9,7,5.69321122796088,5,6,4,7,4.75140178101144
"296",9,8,4.49860683407386,5,6,4,7,4.97215608927039
"297",9,9,8.15397141698372,5,6,4,7,4.94475662406665
"298",9,10,2.45089310498306,5,6,4,7,5.08760420727903
"299",9,11,4.99186191517091,5,6,4,7,5.02934836944415
"300",9,12,6.1387806409713,5,6,4,7,4.94027779531281
"301",9,13,6.48234646794641,5,6,4,7,4.98427963966924
"302",9,14,5.97584500896383,5,6,4,7,5.01841850602784
"303",9,15,5.14835029328322,5,6,4,7,4.89869679857012
"304",9,16,5.78890875730772,5,6,4,7,4.93201565952602
"305",9,17,5.55758121970771,5,6,4,7,4.87573063855002
"306",9,18,4.97260560695709,5,6,4,7,4.84649812635207
"307",9,19,4.12292504119976,5,6,4,7,4.94754599868896
"308",9,20,6.2162434707284,5,6,4,7,4.99814726145418
"309",9,21,4.64875018772508,5,6,4,7,4.8431852828841
"310",9,22,4.70560688262646,5,6,4,7,5.04678516741954
"311",9,23,5.25313780945896,5,6,4,7,4.93321711360185
"312",9,24,5.01149798582645,5,6,4,7,5.03110823595875
"313",9,25,3.02421603777494,5,6,4,7,5.01425510041685
"314",9,26,4.57367327613843,5,6,4,7,4.96259652792692
"315",9,27,5.61230256011016,5,6,4,7,4.80550736239642
"316",9,28,6.2308141088357,5,6,4,7,4.84023186859296
"317",9,29,3.72919219197032,5,6,4,7,4.74593421390208
"318",9,30,4.3494443364964,5,6,4,7,5.1362047249541
"319",9,31,2.55683376281464,5,6,4,7,4.96393339966482
"320",9,32,5.99654859451847,5,6,4,7,5.19363973108641
"321",9,33,5.005113528409,5,6,4,7,4.85441162024685
"322",9,34,5.79102476383773,5,6,4,7,5.14819057082973
"323",9,35,4.43680846320886,5,6,4,7,5.10761196360479
"324",9,36,5.2138262026989,5,6,4,7,4.9242511598634
"325",10,1,3.8164408457786,5,6,4,7,4.89821451981925
"326",10,2,4.61625041650791,5,6,4,7,4.86098090107727
"327",10,3,3.54033419430716,5,6,4,7,4.85113706908652
"328",10,4,5.04577322446494,5,6,4,7,4.85939553664744
"329",10,5,5.45245611383115,5,6,4,7,4.85037645177863
"330",10,6,5.05756587037646,5,6,4,7,5.06861459241021
"331",10,7,4.36130614685132,5,6,4,7,4.97632383693192
"332",10,8,4.76131868169454,5,6,4,7,5.1999142429208
"333",10,9,3.35709737843116,5,6,4,7,5.06332386828956
"334",10,10,4.77742542904338,5,6,4,7,5.16481975469078
"335",10,11,3.22443154926612,5,6,4,7,5.05027186433897
"336",10,12,4.98453409721508,5,6,4,7,5.08454674123562
"337",10,13,6.7510468744589,5,6,4,7,5.04672473957292
"338",10,14,5.70420650554998,5,6,4,7,4.95979449363034
"339",10,15,6.48101932421716,5,6,4,7,5.09235267032534
"340",10,16,6.35288791215922,5,6,4,7,4.99919443592882
"341",10,17,4.6700421643323,5,6,4,7,5.10337842376143
"342",10,18,5.36349874051327,5,6,4,7,4.92008730182733
"343",10,19,3.17233726688613,5,6,4,7,5.10042330209533
"344",10,20,5.89377774405253,5,6,4,7,4.96880266438073
"345",10,21,4.28087506574157,5,6,4,7,4.91138504146377
"346",10,22,5.94050951982644,5,6,4,7,4.80777451037295
"347",10,23,3.12884240905611,5,6,4,7,5.16197007440633
"348",10,24,6.1470027171805,5,6,4,7,5.05192699046644
"349",10,25,4.49700890512927,5,6,4,7,4.9944150068166
"350",10,26,6.42589836833203,5,6,4,7,5.06964176101185
"351",10,27,4.98066004442915,5,6,4,7,5.00535156788292
"352",10,28,4.3619262735803,5,6,4,7,4.86897165028069
"353",10,29,5.49827100039207,5,6,4,7,4.7876933941902
"354",10,30,4.94175326480935,5,6,4,7,4.97919214109923
"355",10,31,4.3737832222248,5,6,4,7,4.96872134204796
"356",10,32,4.10537923923869,5,6,4,7,4.89417642903188
"357",10,33,7.4100602149449,5,6,4,7,5.04172235955665
"358",10,34,4.05035274942785,5,6,4,7,4.96845484657841
"359",10,35,5.55915150057003,5,6,4,7,5.0825549134082
"360",10,36,4.78858531032042,5,6,4,7,5.12912720375782
"361",11,1,4.57562279089192,5,6,4,7,5.09061491748766
"362",11,2,4.63511266954058,5,6,4,7,5.04011428309565
"363",11,3,4.78191930176491,5,6,4,7,5.00756974415288
"364",11,4,7.49935178789941,5,6,4,7,5.10594891681225
"365",11,5,5.14517388983454,5,6,4,7,5.09169380373111
"366",11,6,3.5221965567541,5,6,4,7,5.08092730769438
"367",11,7,5.9292434867967,5,6,4,7,4.92883777213225
"368",11,8,4.71197934473563,5,6,4,7,4.73104148209635
"369",11,9,6.40937245611348,5,6,4,7,4.94329529745974
"370",11,10,5.05376800122013,5,6,4,7,5.12991988325582
"371",11,11,6.60676777835353,5,6,4,7,4.98097084554452
"372",11,12,4.98277287640764,5,6,4,7,4.93619516663092
"373",11,13,4.45736094944044,5,6,4,7,4.79646161183742
"374",11,14,6.9786926597401,5,6,4,7,4.93956276445529
"375",11,15,3.63388735476854,5,6,4,7,4.91918381109237
"376",11,16,5.42489636147032,5,6,4,7,4.93932208215115
"377",11,17,4.02369097852009,5,6,4,7,5.00869088205054
"378",11,18,6.19297168388268,5,6,4,7,4.97657029706028
"379",11,19,5.44095963024445,5,6,4,7,5.12625268956785
"380",11,20,4.57090244051011,5,6,4,7,4.84362019083332
"381",11,21,4.62233573389855,5,6,4,7,4.85065284772165
"382",11,22,5.88870005776433,5,6,4,7,4.89028651780482
"383",11,23,3.93499388885555,5,6,4,7,4.9970893252116
"384",11,24,4.2227288026553,5,6,4,7,5.21736849195643
"385",11,25,5.40786263410391,5,6,4,7,5.13697870487358
"386",11,26,5.75027167348149,5,6,4,7,4.96216193385115
"387",11,27,3.28499682742535,5,6,4,7,4.92212551236733
"388",11,28,5.19225468686791,5,6,4,7,5.12640853291763
"389",11,29,3.83826676208902,5,6,4,7,5.03080131170418
"390",11,30,4.35817133552984,5,6,4,7,4.95814983104766
"391",11,31,6.31243918737546,5,6,4,7,4.99623570704237
"392",11,32,6.001540094408,5,6,4,7,5.11872985663751
"393",11,33,4.80647215997384,5,6,4,7,4.98943423061551
"394",11,34,4.0668231801424,5,6,4,7,5.02024416522992
"395",11,35,5.3103294450571,5,6,4,7,5.07804084742775
"396",11,36,6.58332171358656,5,6,4,7,4.94578576204673
"397",12,1,4.55261577546729,5,6,4,7,4.87181697772918
"398",12,2,3.78896755770746,5,6,4,7,4.97771511791747
"399",12,3,5.77095382080516,5,6,4,7,5.00273187797099
"400",12,4,5.0890088693866,5,6,4,7,5.1827627833449
"401",12,5,4.90108240632411,5,6,4,7,5.11784119143731
"402",12,6,3.68427523980352,5,6,4,7,4.96436888550749
"403",12,7,4.20438340730622,5,6,4,7,5.09337946298994
"404",12,8,5.48238075741133,5,6,4,7,4.89146607878839
"405",12,9,4.04836978789147,5,6,4,7,5.01198064362791
"406",12,10,5.49953659464504,5,6,4,7,5.04717604997471
"407",12,11,6.24215347091829,5,6,4,7,4.83026116380359
"408",12,12,5.94727982850761,5,6,4,7,5.11927057807942
"409",12,13,3.67125119760019,5,6,4,7,4.93121998774675
"410",12,14,5.1269567876699,5,6,4,7,4.81895435283286
"411",12,15,5.00991538247555,5,6,4,7,4.87573014491108
"412",12,16,5.90496191831364,5,6,4,7,4.80292447934448
"413",12,17,5.38321648763025,5,6,4,7,4.95879633345954
"414",12,18,3.69156995778194,5,6,4,7,5.08258040612088
"415",12,19,4.66164061826768,5,6,4,7,4.94384412256337
"416",12,20,6.12718846777638,5,6,4,7,4.87731827161511
"417",12,21,5.9347299236631,5,6,4,7,4.96664160352515
"418",12,22,6.83059590944005,5,6,4,7,5.00061745150558
"419",12,23,4.01926734018036,5,6,4,7,5.02465594811952
"420",12,24,4.32925497973797,5,6,4,7,5.04475679134497
"421",12,25,4.62567107696607,5,6,4,7,4.97549820624543
"422",12,26,5.995353828139,5,6,4,7,4.99235666054505
"423",12,27,5.10214350882134,5,6,4,7,5.11230495090989
"424",12,28,6.48294372773341,5,6,4,7,5.15807503603153
"425",12,29,5.56004868285497,5,6,4,7,4.91721386728138
"426",12,30,5.14245095892608,5,6,4,7,5.04912116521303
"427",12,31,6.82967173315288,5,6,4,7,5.00185769770195
"428",12,32,5.51839780051344,5,6,4,7,5.13209481854549
"429",12,33,5.69187426192236,5,6,4,7,5.09302307363093
"430",12,34,5.02801003582996,5,6,4,7,5.10762161444248
"431",12,35,4.83495484933011,5,6,4,7,4.9699729386567
"432",12,36,4.27896494879845,5,6,4,7,5.10447406250545
"433",13,1,6.65730762371294,5,6,4,7,4.94670271517381
"434",13,2,4.77493407950264,5,6,4,7,4.91774523105368
"435",13,3,3.48142506471859,5,6,4,7,4.99533450374139
"436",13,4,3.66441645729949,5,6,4,7,4.94371903642948
"437",13,5,5.5295288155233,5,6,4,7,5.07868909990665
"438",13,6,6.3932611409182,5,6,4,7,4.93524332561865
"439",13,7,6.12662780770316,5,6,4,7,4.92199675139016
"440",13,8,4.98864065541707,5,6,4,7,4.90984748058016
"441",13,9,5.94033680197113,5,6,4,7,5.1128544364619
"442",13,10,5.78785519048435,5,6,4,7,4.96161731997089
"443",13,11,5.08694193808339,5,6,4,7,4.94067194149561
"444",13,12,5.03280097060432,5,6,4,7,4.9874974102916
"445",13,13,6.55285735482629,5,6,4,7,4.9517307726909
"446",13,14,2.59512195828607,5,6,4,7,5.16710453999969
"447",13,15,5.16732928488135,5,6,4,7,5.06859972973708
"448",13,16,4.59687331859823,5,6,4,7,4.9272346389267
"449",13,17,3.25415630405503,5,6,4,7,5.03020910462396
